position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year,place_gid,statefp,lat,lon
de,"Buford, Georgia","",78,230,4.7,3,,,Georgia,Aaron Scranton,2002,8676,13,-83.9812623044638,34.1358911115564
te,"New Orleans, Louisiana",St. Augustine,78,245,4.8,3,,26,Memphis,John Doucette,2002,4639,22,-89.9975365852518,30.0107372093329
qb,"Atlanta, Georgia",Mcnair,78,190,4.5,3,,26,Memphis,Maurice Avery,2002,8767,13,-84.511125003604,33.7435047602083
de,"Jackson, Mississippi",Forest Hill,78,270,4.7,3,,26,Mississippi,Jayme Mitchell,2002,4885,28,-90.2428504834557,32.2125645152234
ol,"Moss Point, Mississippi",Moss Point,78,285,5.1,4,,26,Mississippi,James McCoy,2002,5021,28,-88.5066430590572,30.455793157675
qb,"Hartselle, Alabama","",78,190,4.8,3,,26,Southern Miss,Chris Crumpton,2002,3359,01,-86.9412135658087,34.4309890060262
wr,"Oakland, California",McClymonds,78,210,4.5,4,,26,California,David Gray,2002,232,06,-122.260220476585,37.8389477499944
ol,"Grand Island, Nebraska","",78,270,4.9,3,,26,Nebraska,Kurt Mann,2002,18106,31,-98.3266440370162,40.9175271985223
rb,"Peabody, Massachusetts",Peabody Veterans Memorial,78,231,4.6,2,,26,Nebraska,Grant Miller,2002,22366,25,-70.9992241996248,42.522437252041
k,"Hanover, New Hampshire","",65,170,4.6,2,,26,Rutgers,Justin Musiek,2002,22693,33,-72.2591106188225,43.7153046677073
lb,"Peachtree City, Georgia",Starr's Mill,78,210,4.5,3,,26,Florida State,Darrell Burston,2002,8757,13,-84.5795561246743,33.3713492075355
lb,"Bowdon, Georgia","",78,225,4.6,3,,26,Auburn,Greg Wilkerson,2002,4336,13,-85.2736622259951,33.5336007251784
dt,"Scottsdale, Arizona",Saguaro,78,270,4.8,4,,26,Northwestern,Loren Howard,2002,29371,04,-111.773288728164,33.7405358557961
de,"Coral Gables, Florida",Coral Gables,78,220,4.7,3,,,Florida,Steve Harris,2002,7963,12,-80.2601469626293,25.7514280431588
db,"Los Angeles, California",Dorsey,78,205,4.6,3,,27,Michigan State,Derron Ware,2002,546,06,-118.258277200149,34.0136061856364
rb,"Saint Louis, Missouri",University City,78,200,,3,,,Missouri,Corey Taylor,2002,16702,29,-90.2228975281215,38.6621841297851
qb,"Tuscaloosa, Alabama",Hillcrest,78,185,4.5,3,,27,Alabama,Brandon Avalos,2002,3479,01,-87.6162136891025,33.2243704617964
ath,"Aurora, Colorado",Eaglecrest High School,65,185,4.4,3,,27,Colorado,J.J. Billingsley,2002,10176,08,-104.696421295579,39.6931032690209
qb,"Nashville, Tennessee",David Lipscomb,78,187,4.7,2,,27,Mississippi,Ethan Flatt,2002,19900,47,-86.8370549798097,36.0999179479759
de,"Wrightsville, Georgia",Johnson County,78,260,4.8,3,,27,Georgia Tech,Terron Pullen,2002,8896,13,-82.7134662929588,32.7359453868147
wr,"Jackson, South Carolina",Silver Bluff,78,200,4.4,4,,27,South Carolina,Troy Williamson,2002,9240,45,-81.7993917103073,33.318414283433
rb,"Henderson, Nevada",Foothill,78,220,4.3,4,,27,UNLV,John Ford,2002,1994,32,-115.060835640757,36.0509740455226
te,"Colorado Springs, Colorado",Rampart,78,220,4.5,3,,27,Arizona State,Jamaal Lewis,2002,10211,08,-104.656923908922,38.8059083858355
ol,"Fresno, California",Central Union,78,280,5.0,3,,27,Washington,Robin Kezirian,2002,420,06,-119.840864660197,36.8079995582901
lb,"Morris, Illinois","",78,215,4.5,3,,27,Illinois,Josh Tischer,2002,10584,17,-88.432908860651,41.3783935251552
rb,"Holland, Michigan",West Ottawa,78,215,4.6,2,,27,Western Michigan,Ameer Ismail,2002,15157,26,-86.094524263289,42.7606335162629
dt,"Barstow, California","",78,280,4.9,4,,27,UCLA,C.J. Niusulu,2002,594,06,-117.001027365304,34.8621281903962
lb,"Pflugerville, Texas",Connally,78,215,4.6,3,,28,Texas,Marcus Myers,2002,6706,48,-97.5888325435169,30.4333929594004
db,"Crowley, Texas","",65,185,4.5,3,,28,Kansas State,Brandon Grandberry,2002,6605,48,-97.3604366635881,32.5571131195035
wr,"Ennis, Texas",Ennis,78,175,4.4,4,,28,West Virginia,Broderic Jones,2002,6721,48,-96.603196040698,32.3420159499696
rb,"Houston, Texas",Sam Houston,78,185,4.3,3,,,Arkansas,John Johnson,2002,6453,48,-95.1672839471208,30.0729133524821
rb,"Uniontown, Pennsylvania","",78,235,4.6,2,,28,West Virginia,Kevin McLee,2002,26306,42,-79.7148543847872,39.8951629845093
qb,"Cordele, Georgia",Crisp County,78,215,4.9,3,,28,Auburn,Wesley Hill,2002,8695,13,-83.7684723068793,31.9785714734082
dt,"Prattville, Alabama","",78,260,4.8,4,,28,Alabama,Kyle Tatum,2002,3395,01,-86.5096406821201,32.4537108620279
db,"Hubbard, Ohio","",78,175,4.5,3,,28,Syracuse,Anthony Smith,2002,25557,39,-80.568175642173,41.1513936831459
ath,"Dumfries, Virginia",Potomac Senior,78,180,4.4,3,,28,Tennessee,Antwan Stewart,2002,28105,51,-77.3376487555833,38.5573844582393
de,"Denton, Texas",Ryan,78,220,4.6,3,,,Missouri,Brian Smith,2002,6948,48,-97.0893657723209,33.1761976297221
te,"Grand Rapids, Michigan",Forest Hills Central,78,230,4.7,3,,28,Michigan,Kevin Murphy,2002,15127,26,-85.6100502563962,42.9649735623731
de,"Philadelphia, Pennsylvania",Archbishop Ryan,78,265,5.0,3,,28,Maryland,David Quaintance,2002,26900,42,-75.221436117407,40.0275302736844
rb,"Huntsville, Alabama",Butler,65,195,4.5,3,,28,Alabama,Ken Darby,2002,3170,01,-86.5751275431384,34.6765232420334
ol,"Bealeton, Virginia",Liberty,78,315,5.2,3,,28,Virginia Tech,Brandon Gore,2002,28403,51,-77.7957806604196,38.5691543588463
k,"Phoenix, Arizona",Mountain Pointe,65,190,,2,,28,Arizona,Danny Baugher,2002,29370,04,-112.044585057692,33.4776543479082
qb,"Chicago, Illinois",Brother Rice,78,205,4.9,3,,28,Illinois,Chris Pazan,2002,11336,17,-87.7137439837066,41.9627950136422
de,"Houston, Texas",Westbury,78,240,4.7,3,,29,Oklahoma,Calvin Thibodeaux,2002,6453,48,-95.5221467075488,29.7933363187839
wr,"Houston, Texas",Cypress Falls,78,200,4.4,4,,29,Arizona,Biren Ealy,2002,6453,48,-95.3475919563873,29.7876029119169
dt,"Keller, Texas","",78,250,4.8,4,,29,Texas,Tully Janszen,2002,6646,48,-97.2240961966883,32.9483804192825
lb,"Oelwein, Iowa","",78,210,4.6,3,,29,Iowa,Ryan Majerus,2002,13157,19,-91.909417357126,42.686388968995
rb,"Irving, Texas","",65,190,4.4,3,,,Oklahoma State,Greg Gold,2002,6404,48,-97.0323128924813,32.8227830719365
te,"Pittsburgh, Pennsylvania",Central Catholic,78,220,4.7,3,,29,Pittsburgh,Steve Buches,2002,26136,42,-79.9970263524991,40.4598680556288
lb,"Torrance, California",North,78,230,4.6,3,,29,Colorado,Alex Ligon,2002,579,06,-118.373243872956,33.8265389648117
db,"Hialeah, Florida",American,78,180,4.4,3,,29,Boston College,Larry Anam,2002,7967,12,-80.2609956238068,25.8669212243845
de,"Houston, Texas",Aldine,78,255,4.8,3,,,Houston,L.C. Kirkpatrick,2002,6453,48,-95.4730358161958,29.6852156210832
k,"Mooreville, Mississippi",Mooreville,78,195,4.9,2,,29,Auburn,Michael Gibson,2002,5212,28,-88.5681699728234,34.2509667043524
rb,"Gardena, California",Serra,78,214,4.5,3,,29,Arizona State,Loren Wade,2002,525,06,-118.324507941074,33.8947362342449
qb,"Midland, Texas",Christian,78,195,4.6,3,,29,Oklahoma State,Jamie Beeghley,2002,6581,48,-102.078540991358,32.0666370934824
ol,"Indianapolis, Indiana",Brebeuf Jesuit,78,295,5.1,3,,29,Boston College,Jim Marten,2002,12179,18,-86.0629437554687,39.9070640203858
ol,"Freeport, New York","",78,250,4.8,3,,29,Virginia,D'Brickashaw Ferguson,2002,23328,36,-73.5972236222571,40.6707887130665
qb,"Enid, Oklahoma",Enid,78,190,4.3,3,,29,Missouri,Josh Hibbets,2002,19391,40,-97.8542940093831,36.3614941879162
db,"Toledo, Ohio",Scott,78,195,4.4,3,,29,Michigan,Willis Barringer,2002,19044,39,-83.6447772202672,41.6536829503439
de,"Belle Glade, Florida",Glades Central,78,245,4.7,3,,30,Florida,Ray McDonald,2002,7822,12,-80.6785429823084,26.6921761325628
rb,"Dallas, Texas",Carter,65,180,4.4,3,,,Southern Methodist,Anthony Barnett,2002,6370,48,-96.7381028908468,32.6476127026979
wr,"Ann Arbor, Michigan",Huron,78,180,4.5,4,,30,Michigan,Carl Tabb,2002,14961,26,-83.7743987080036,42.2616981118252
db,"Olathe, Kansas",Wichita North,78,190,4.6,3,,30,Kansas State,Maurice Mack,2002,13934,20,-94.7396900566144,38.8511719835839
qb,"Hagerstown, Maryland",South Hagerstown,78,185,4.4,3,,30,Maryland,Dominique Richmond,2002,21934,24,-77.7165166990898,39.6339594337771
lb,"Clarksdale, Mississippi",Clarksdale,78,225,4.6,3,,30,Mississippi State,Kenneth Kern,2002,4974,28,-90.5681060165033,34.2159887366753
k,"Scranton, Pennsylvania",Malvern Prep,78,180,4.8,2,,30,Syracuse,Brendan Carney,2002,26874,42,-75.6603911417857,41.3675934757022
ol,"Baton Rouge, Louisiana",Catholic,78,275,4.9,3,,30,LSU,Doug Planchard,2002,4388,22,-91.0392197352414,30.4463292680788
db,"Lexington, Kentucky",Lexington Catholic,78,180,4.4,3,,30,Notre Dame,Jake Carney,2002,14400,21,-84.3224141120938,38.0826539102043
te,"Aurora, Colorado",Grandview High School,78,211,4.5,3,,30,Colorado,Joseph Klopfenstein,2002,10176,08,-104.676732416982,39.7785039512885
rb,"Port Orchard, Washington",South Kitsap,65,212,4.4,3,,30,Oregon State,Ryan Cole,2002,2666,53,-122.674226984021,47.5086514941946
qb,"Boca Raton, Florida",Olympic Heights,78,200,4.6,3,,30,East Carolina,"James ""Leon"" Pinkney",2002,7823,12,-80.0900328798117,26.3497664552772
lb,"Centerville, Ohio","",78,230,4.6,3,,30,Ohio State,A.J. Hawk,2002,18815,39,-84.1070806099385,39.6629995668058
ol,"Marysville, Ohio","",78,325,5.4,3,,30,Northwestern,Rick McDole,2002,25744,39,-83.3355595805494,40.2248808411099
rb,"Downers Grove, Illinois",North,78,220,4.7,2,,30,Northwestern,Erryn Cobb,2002,11350,17,-88.0308982197512,41.8305186071797
dt,"Dumfries, Virginia",Potomac Senior,78,315,5.0,4,,30,Virginia,Keenan Carter,2002,28105,51,-77.3304183645542,38.5673726766483
ath,"Canton, Georgia",Sequoyah,78,245,4.6,3,,30,Penn State,Patrick Hall,2002,29416,13,-84.507991632762,34.1939267833965
ol,"Sugarland, Texas",Hightower,78,245,5.1,3,,31,TCU,Herbert Taylor II,2002,6453,48,-95.3699757198296,29.8043552812515
wr,"Klein, Texas",Forest,78,204,4.5,4,,31,Colorado,Anthony Wright,2002,6453,48,-95.558805177235,29.6721846033178
ath,"El Paso, Texas",Andress,65,205,4.5,3,,31,Oklahoma State,Jamar Ransom,2002,6776,48,-106.317220676316,31.6439358574616
db,"Los Angeles, California",Dorsey,78,170,4.4,3,,31,Oregon,Marques Binns,2002,546,06,-118.520775878816,34.1604111542001
rb,"Little Rock, Arkansas",Central,65,184,4.5,3,,,Arkansas,Dedric Poole,2002,3839,05,-92.3912958204004,34.6900323331431
lb,"Marrero, Louisiana",John Ehret,65,240,4.6,3,,31,Colorado,Thaddaeus Washington,2002,4792,22,-90.0986925105191,29.869921001421
qb,"Ft. Lauderdale, Florida",Cardinal Gibbons,78,185,4.8,2,,31,Rutgers,Ryan Hart,2002,7864,12,-80.1687004234641,26.1255574643821
dt,"Scottsdale, Arizona",Chaparral,78,270,4.8,4,,31,Texas,Lyle Sendlein,2002,29371,04,-111.940181066725,33.4839138200302
ol,"Albany, Georgia",Westover School,78,310,,3,,31,Auburn,Troy Reddick,2002,8818,13,-84.1702467668131,31.55327045839
rb,"Tyrone, Georgia",Sandy Creek,65,190,4.5,3,,31,Middle Tennessee State,Kelvin German,2002,8758,13,-84.5807445362987,33.4557392516965
lb,"Saginaw, Michigan",Nouvel,78,215,4.6,3,,31,Michigan,Brian Thompson,2002,14726,26,-83.911546072374,43.4256193982474
k,"Sherman Oaks, California",Notre Dame,78,190,4.9,2,,31,Arizona,Nicholas Folk,2002,546,06,-118.238883974622,34.0627418468668
te,"Pierce, Nebraska","",78,220,4.6,3,,32,Nebraska,Matt Herian,2002,17714,31,-97.5294642185127,42.203382980175
rb,"Spring, Texas",Westfield,65,195,4.4,3,,,Arizona,Beau Carr,2002,7752,48,-95.4143328710081,30.0550384186632
ol,"Waco, Texas","",78,325,5.3,3,,32,Baylor,Lequalan McDonald,2002,6578,48,-97.206862206155,31.5521606988839
db,"Clairton, Pennsylvania","",65,185,4.5,3,,32,West Virginia,Tywan Napper,2002,26097,42,-79.8973964218545,40.3105556987047
rb,"Zanesville, Ohio","",78,185,4.4,3,,32,West Virginia,John Scott,2002,25491,39,-81.9874366169716,39.9331846794724
lb,"Pontotoc, Mississippi",Pontotoc,78,240,4.7,3,,32,Mississippi,Dedrick Clark,2002,5017,28,-88.9801550764994,34.2463181404303
qb,"Union, South Carolina","",78,180,4.6,3,,32,Middle Tennessee State,Josh Harris,2002,9278,45,-81.6330444263854,34.7294555713343
ath,"Austell, Georgia",South Cobb,78,195,4.5,3,,32,North Carolina,Mahlon Carey,2002,29418,13,-84.6279096138056,33.8121519843494
wr,"Farmington Hills, Michigan",Harrison,65,185,4.4,4,,32,Michigan State,Agim Shabaj,2002,14897,26,-83.4024989435947,42.4549784883904
db,"Virginia Beach, Virginia",First Colonial,78,190,4.5,3,,32,Virginia Tech,Aaron Rouse,2002,28035,51,-75.9908429469951,36.7521172137398
de,"Kirkwood, Missouri",Kirkwood,78,217,4.6,3,,,Iowa State,Korey Smith,2002,16789,29,-90.3944548393543,38.5882064961162
de,"Dublin, Ohio",Scioto,78,240,4.8,3,,32,Ohio State,Jay Richardson,2002,25206,39,-83.1171785963534,40.1112408909482
ol,"Grand Rapids, Michigan",Creston,78,290,5.0,3,,32,Michigan,Rueben Riley,2002,15127,26,-85.6418094061307,42.9968065629571
k,"Springfield, Virginia",West Springfield,78,215,,2,,32,Penn State,Jeremy Kapinos,2002,28346,51,-77.1972690397612,38.7870352268288
lb,"Manchester, Missouri",Parkway South,78,210,4.5,3,,32,Missouri,Emmett Morris,2002,16793,29,-90.4902689887762,38.5803895141161
rb,"Navarre, Florida","",78,230,4.6,2,,32,Air Force,Frank Willis,2002,4265,12,-86.8566708525952,30.4292746183525
dt,"Norfolk, Virginia",Granby,78,280,5.1,4,,32,Penn State,Levi Brown,2002,28149,51,-76.2474746846482,36.9293898215422
lb,"Akron, Ohio",Buchtel,78,215,4.7,3,,33,Miami (FL),Antonio Reynolds,2002,25157,39,-81.4736512571208,41.1011856346717
rb,"Seattle, Washington",Rainier Beach,65,171,4.4,3,,,Washington,Nate Robinson,2002,2639,53,-122.320250191234,47.6304758678291
wr,"Los Angeles, California",Manual Arts,78,190,4.6,3,,33,Oregon,James Finley,2002,546,06,-118.587346541367,34.1572531839197
qb,"Dallas, Texas",Samuell,78,180,4.4,3,,33,Missouri,David Overstreet,2002,6370,48,-96.7491285688643,32.8210511768418
de,"San Bernardino, California","",78,265,4.8,3,,33,Arizona,Paul Phillip,2002,610,06,-117.233164157675,34.1311049967934
rb,"Kennewick, Washington",Kamiakin,65,210,4.5,2,,33,Washington State,Scott Davis,2002,2608,53,-119.15656090333,46.1865946144361
te,"Ferndale, Washington","",78,220,,3,,33,Washington State,Cody Boyd,2002,29296,53,-122.584725436569,48.8623936829807
rb,"Cincinnati, Ohio",North College Hill,78,195,4.5,3,,33,Penn State,Donnie Johnson,2002,18785,39,-84.4738764355542,39.1291048783772
dt,"Daphne, Alabama","",78,270,4.8,4,,33,Alabama,Jeremy Clark,2002,3244,01,-87.864131548351,30.6589576729355
ol,"Washington, Georgia",Washington Wilkes,78,335,5.0,3,,33,Georgia,Antonio Mercier,2002,8807,13,-82.7431456219615,33.7359790784621
db,"Manning, South Carolina","",78,180,4.5,3,,33,South Carolina,Frederick Bennett,2002,9366,45,-80.2180389454416,33.6799922332817
lb,"Freeport, New York","",78,235,4.7,3,,33,Syracuse,Jerry Mackey,2002,23328,36,-73.5930481274953,40.6464153697864
ol,"Honolulu, Hawaii",Kamehameha,78,290,5.1,3,,33,Oregon,Enoka Lucas,2002,1781,15,-157.796617482424,21.3543514813317
k,"Red Bluff, California",Placer,78,195,,2,,33,California,Kevin Johnson,2002,244,06,-122.226702126296,40.1674121676022
ath,"Carrollton, Alabama",Carrollton,78,185,4.5,3,,33,Auburn,Courtney Taylor,2002,3501,01,-88.0966383695898,33.2653512107977
lb,"Tyler, Texas",John Tyler,78,215,4.6,3,,34,Oklahoma State,Pagitte McGee,2002,7124,48,-95.3505167025232,32.3413790585053
te,"Keller, Texas","",78,215,4.9,3,,34,TCU,Chad Andrus,2002,6646,48,-97.2419800845315,32.9057657306184
wr,"Flint, Michigan",Northern High School,78,195,4.5,3,,34,Michigan State,Matthew Trannon,2002,14993,26,-83.6865975367823,43.0005903258453
de,"Athens, Georgia",Cedar Shoals,78,235,4.7,3,,34,Georgia,Quentin Moses,2002,8577,13,-83.2857937917453,33.8692720415055
ol,"Atlanta, Georgia",Marist School,78,275,5.2,3,,34,Georgia,Bartley Miller,2002,8767,13,-84.4516712325476,33.8018662967861
db,"Wichita, Kansas",South East High,65,188,4.6,3,,34,Kansas,Jerome Kemp,2002,13983,20,-97.4418127646614,37.6619585212547
dt,"Jonesboro, Louisiana",Hodge,78,310,4.9,4,,34,Louisiana Tech,LaDarius Love,2002,4395,22,-92.7090934348921,32.2191774996203
de,"Thousand Oaks, California",Notre Dame,78,250,4.7,3,,,Arizona,Tim Volk,2002,290,06,-118.857044173868,34.1287939680704
ol,"Northfield, Minnesota","",78,270,,3,,34,Minnesota,Mark Setterstrom,2002,15753,27,-93.1855909569985,44.4332120232663
rb,"Channelview, Texas","",78,230,4.7,2,,34,TCU,Reggie La Mothe,2002,7747,48,-95.0942229746907,29.7755923536426
db,"Greenbelt, Maryland",Roosevelt,78,175,4.4,3,,34,Maryland,Chris Choice,2002,21855,24,-76.8678378931438,38.987221033719
ath,"Bolingbrook, Illinois","",78,186,4.5,3,,34,Northwestern,Derell Jenkins,2002,11330,17,-88.1460734317257,41.6939237511544
db,"Houston, Texas",Clear Brook,65,175,4.4,3,,35,Colorado,Vance Washington,2002,6453,48,-95.5706859919323,29.6789715760583
qb,"Cleveland, Mississippi",East Side,78,200,4.5,2,,35,Mississippi State,Aries Nelson,2002,5080,28,-90.7036424334947,33.7469706132368
ath,"Bristol, Connecticut",Bristol Central,65,185,4.6,3,,35,Syracuse,Tim Washington,2002,21393,09,-72.9696055344296,41.6765782445717
rb,"Sugarland, Texas",Kempner,65,185,4.4,3,,,LSU,Dominique Owens,2002,6453,48,-95.421030837896,29.8198286696143
ol,"Salinas, California",Palma,78,300,5.5,3,,35,UCLA,Elliot Vallejo,2002,340,06,-121.635859390763,36.7281425797296
lb,"St. Paul, Minnesota",Cretin-Derham Hall,78,220,4.6,3,,35,Kansas State,Brandon Archer,2002,15878,27,-93.1648471062535,44.9349106620447
de,"Springdale, Arkansas",Shiloh Christian,78,230,4.7,3,,,Arkansas,Wes Murphy,2002,9891,05,-94.1591709369405,36.1707095085577
qb,"Princeton, New Jersey",The Hun School,78,220,4.8,2,,35,Temple,Brett Hall,2002,22967,34,-74.6670746687136,40.347743214338
wr,"Tampa, Florida",Chamberlain,78,185,4.5,3,,35,North Carolina State,Brian Clark,2002,8009,12,-82.4712571596916,28.0287825582474
te,"Darien, Illinois",Hinsdale South,78,265,4.8,3,,35,Illinois,Mike Trepina,2002,11349,17,-87.9809212925649,41.7485922489911
de,"Edmond, Oklahoma",Santa Fe,78,260,4.7,3,,35,Oklahoma State,Sean Harmon,2002,5519,40,-97.5133386422464,35.6767674335939
db,"Atlanta, Georgia",Mays,78,185,4.5,3,,35,Ohio State,Brandon Mitchell,2002,8767,13,-84.416062244195,33.7788115304787
ol,"North Canton, Ohio",Glenoak,78,280,5.0,3,,35,Ohio State,T.J. Downing,2002,25554,39,-81.4069980228853,40.8733071630967
lb,"San Antonio, Texas",Taft,78,220,4.6,3,,35,Oklahoma State,Darnell Smith,2002,6187,48,-98.6225925605205,29.6237805872497
lb,"Dallas, Texas",Skyline,78,205,4.5,3,,36,Iowa State,Jimmy Morris,2002,6370,48,-96.8008245765267,32.8766369172609
db,"Tempe, Arizona",McClintock,78,190,4.4,3,,36,Arizona State,Andre Bailey,2002,29372,04,-111.942961640424,33.4344590692035
ol,"Flower Mound, Texas","",78,280,5.0,3,,36,Colorado,Del Scales,2002,6594,48,-97.1304916967774,33.0382380669296
te,"Miami, Florida",Carol City,78,210,4.6,3,,36,Oklahoma,Laenar Nixon,2002,7974,12,-80.2488968361385,25.7834913227915
rb,"Brevard, North Carolina","",78,170,4.4,3,,,North Carolina,D.J. Walker,2002,24700,37,-82.7282492346218,35.2396776395668
wr,"West Lawn, Pennsylvania",Wilson,78,191,4.3,3,,36,North Carolina,Ian Firestone,2002,27037,42,-75.992438734542,40.3278969501144
rb,"Solon, Ohio","",65,205,4.5,3,,36,Indiana,Sean Miller,2002,25687,39,-81.4537782818161,41.3966646496594
ath,"Oakwood, Georgia",West Hall,78,235,4.5,3,,36,Georgia,Martrez Milner,2002,9000,13,-83.8799492952724,34.2353429552227
dt,"Martin, Tennessee",Westview,78,300,4.8,4,,36,Tennessee,Justin Harrell,2002,19893,47,-88.8766082699877,36.3349657627306
de,"Salt Lake City, Utah",Brighton,78,230,4.8,3,,,Utah,Andrew Smart,2002,20203,49,-111.935078665242,40.7901642803318
de,"Detroit, Michigan",Crockett,78,245,4.8,3,,36,Penn State,Edward Johnson,2002,29491,26,-83.0129185613663,42.4023295867553
qb,"Cincinnati, Ohio",Archbishop McNicholas,78,180,4.7,2,,36,Minnesota,Bryan Cupito,2002,18785,39,-84.5423328542392,39.1976374016058
ol,"Glen Burnie, Maryland","",78,315,5.2,3,,36,Virginia,Ron Darden,2002,22222,24,-76.6396646810489,39.1265711564652
lb,"Montezuma, Georgia",Macon County,78,230,4.5,3,,36,Auburn,Kevis Burnam,2002,8672,13,-84.0146147177466,32.3001892139912
db,"St. Paul, Minnesota",Saint Agnes,65,175,4.5,3,,36,Illinois,Anthony Longe,2002,15878,27,-93.1704453782105,44.9074661324904
wr,"Jacksonville, Florida",First Coast,65,180,4.3,3,,37,Florida,Reggie Lewis,2002,8112,12,-81.6042541458444,30.4787487943632
dt,"Pasadena, Texas",Rayburn,78,270,4.9,3,,37,Texas A&M,Brian Patrick,2002,7167,48,-95.1593687406847,29.6804509129138
rb,"Rockledge, Florida","",78,200,,3,,,UCF,Dontavius Wilcox,2002,8030,12,-80.7294313943252,28.3285213118863
db,"Milpitas, California",Milpitas,78,185,4.4,3,,37,UCLA,Jebiaus Brown,2002,407,06,-121.875703665104,37.4630250931944
ath,"Galena Park, Texas",North Shore,65,180,4.5,3,,37,Houston,Willie Gaston,2002,7147,48,-95.2302727009583,29.7537850665323
lb,"Lake View, South Carolina","",78,205,4.5,3,,37,Clemson,Anthony Waters,2002,9226,45,-79.1600326771466,34.3327243293122
te,"Montevallo, Alabama","",78,240,4.9,3,,37,Mississippi,Lawrence Lilly,2002,3495,01,-86.871241401107,33.0885553496398
ol,"Memphis, Tennessee",Fairley High School,78,320,5.1,3,,37,Mississippi,Tony Sanders,2002,5981,47,-90.0543429035049,35.0673547286853
db,"Durham, North Carolina",Northern Durham,78,190,4.3,3,,37,Wake Forest,Josh Gattis,2002,24659,37,-78.9721967983521,35.9805673894972
de,"Groton, Connecticut",Fitch,78,240,4.6,3,,37,Purdue,George Hall,2002,21402,09,-72.0703518270891,41.3587541240015
rb,"Chatham, Virginia",Hargrave Military Academy,78,220,4.6,3,,37,South Carolina,Daccus Turman,2002,28080,51,-79.3843907867206,36.8065017721604
lb,"Boulder, Colorado",Fairview High School,78,197,,3,,37,Colorado,Jason Ackermann,2002,10163,08,-105.248676565569,40.0432137925614
de,"Camden, Alabama",Wilcox Central,78,215,4.7,3,,,Alabama,Chris Browder,2002,3381,01,-87.3026208476338,32.0045790225965
ol,"Atlanta, Georgia",Marist School,78,250,5.1,3,,37,Stanford,Jeff Edwards,2002,8767,13,-84.512398958798,33.7882893172455
rb,"St. Louis, Missouri",Lindbergh,78,210,4.7,2,,37,Illinois,Jason Davis,2002,16702,29,-90.2227393140546,38.644866224345
wr,"Belle Glade, Florida",Glades Central,65,178,4.5,3,,38,Ohio State,Santonio Holmes,2002,7822,12,-80.6289022497504,26.6932343965501
lb,"Plano, Texas",West,78,218,4.5,3,,38,Texas Tech,Kellen Tillman,2002,6930,48,-96.6653571156834,33.0288994428005
db,"Carrollton, Texas",Creekview,65,165,4.4,3,,38,Maryland,Jo Jo Walker,2002,6369,48,-96.9407491469224,32.9570734001635
db,"Belle Glade, Florida",Central,78,190,4.4,3,,38,North Carolina State,Garland Heath,2002,7822,12,-80.6644103321063,26.6898546749755
te,"San Marcos, Texas",Baptist Academy,78,225,4.7,3,,38,Louisville,Chad Jorgenson,2002,6883,48,-97.9681161810322,29.8463654396121
lb,"Tarboro, North Carolina",North Edgecombe,78,230,4.7,3,,38,North Carolina,Victor Worsley,2002,24762,37,-77.5602362994142,35.9016113884646
de,"Atlanta, Georgia",Southwest Dekalb,78,240,4.6,3,,38,North Carolina,Xavier Rainey,2002,8767,13,-84.4662792696363,33.707772594647
ol,"Arvada, Colorado",Pomona,78,280,5.1,3,,38,Colorado,Jack Tipton,2002,10099,08,-105.267787920975,39.842931718545
de,"Chesapeake, Virginia",Deep Creek,78,225,4.6,3,,,Virginia Tech,Darryl Tapp,2002,27989,51,-76.3994348536737,36.6086935048431
qb,"Clovis, California","",78,179,4.8,2,,38,Fresno State,Jordan Christensen,2002,416,06,-119.646561610659,36.7994548107468
rb,"Humble, Texas","",78,225,4.6,2,,38,Houston,Jackie Battle,2002,7150,48,-95.2796150559847,29.9758661669031
ath,"Opelika, Alabama","",78,205,4.5,3,,38,Auburn,Will Herring,2002,3114,01,-85.2964398861037,32.7276628450902
rb,"Lakeland, Florida",George Jenkins,78,210,4.5,3,,,Maryland,"John ""J.P."" Humber",2002,8059,12,-82.0320030830193,28.0097512127806
wr,"El Paso, Texas",Parkland,78,200,4.4,3,,39,Arizona,Mike Jefferson,2002,6776,48,-106.601574597561,31.8276095583444
dt,"Colleyville, Texas",Heritage School,78,295,4.9,3,,39,Texas A&M,Brandon Fails,2002,6638,48,-97.1012806043396,32.8836799856266
lb,"Bessemer, Alabama",Jess Lanier,78,212,4.6,3,,39,Alabama,Demeco Ryans,2002,3184,01,-86.9362688089142,33.4198442011073
rb,"New Britain, Connecticut","",78,205,4.4,3,,39,Iowa,Justice Hairston,2002,21395,09,-72.8074781903452,41.6671355441187
ol,"Harbor City, California",Narbonne,78,320,5.2,3,,39,UCLA,Alex Potasi,2002,546,06,-118.563983472164,34.1998245014782
db,"Trinity, Alabama",West Morgan,78,180,4.4,3,,39,Alabama,Chauncey Malone,2002,3362,01,-87.0977743820437,34.6318716963391
ath,"Framingham, Massachusetts",Worcester Prep,65,178,4.5,3,,39,Boston College,Antonio Gonzalez,2002,22543,25,-71.4598718548844,42.2913932124514
ol,"Chester, South Carolina","",78,290,5.1,3,,39,South Carolina,Chris White,2002,9206,45,-81.1994625987378,34.700744515891
rb,"Carrollton, Texas",Turner,65,175,4.4,3,,,Kansas,Jerome Lewis,2002,6369,48,-96.8612670065532,32.988925410413
